Date,Open,High,Low,Close,Volume
1990-01-07,1.1331010318144,1.1481089925007,1.110589090785,1.1331010318144,30828000.0
1990-01-14,1.0280453070105,1.0430532676967,1.0130373463242,1.0355492873536,42974400.0
1990-01-21,1.0130373463242,1.0355492873536,1.005533365981,1.0280453070105,66284400.0
1990-01-28,1.0205413266673,1.0205413266673,0.96801346426531,0.9830214249516,45312400.0
1990-02-04,0.99802938563788,1.0430532676967,0.99802938563788,1.0280453070105,29618400.0
1990-02-11,1.005533365981,1.0355492873536,0.99802938563788,1.0280453070105,42019600.0
1990-02-18,1.0313959731963,1.0389244109568,1.0163390976751,1.0163390976751,31802400.0
1990-02-25,0.98622534663292,1.0088106599146,0.98622534663292,1.001282222154,37489200.0
1990-03-04,1.0088106599146,1.0464528487174,1.001282222154,1.0163390976751,26224800.0
1990-03-11,1.1066803508018,1.1292656640835,1.0916234752807,1.1105951384373,57618400.0
1990-03-18,1.2045500416891,1.2271353549707,1.1783510782823,1.2120784794496,161190400.0
1990-03-25,1.2421922304918,1.2948912948157,1.2346637927313,1.2723059815341,56996800.0
1990-04-01,1.2045500416891,1.2346637927313,1.2045500416891,1.2120784794496,55837600.0
1990-04-08,1.2120784794496,1.2421922304918,1.1970216039285,1.200936391564,29559600.0
1990-04-15,1.2948912948157,1.325005045858,1.2798344192946,1.3024197325763,52950800.0
1990-04-22,1.2310501426062,1.2497206682524,1.1970216039285,1.2120784794496,80880800.0
1990-04-29,1.1744362906468,1.189493166168,1.1669078528863,1.1783510782823,29103200.0
1990-05-06,1.2045500416891,1.2271353549707,1.1819647284074,1.2045500416891,42383600.0
1990-05-13,1.2461070181273,1.2873628570552,1.2271353549707,1.2837492069301,53810400.0
1990-05-20,1.2421922304918,1.2497206682524,1.189493166168,1.1970216039285,64615600.0
1990-05-27,1.1928056787826,1.2305526939339,1.1777068727221,1.2079044848431,80830400.0
1990-06-03,1.2495771895702,1.2682997090853,1.2305526939339,1.2305526939339,39309200.0
1990-06-10,1.1626080666615,1.1626080666615,1.1324104545404,1.1550586636312,83470800.0
1990-06-17,1.2003550818129,1.2079044848431,1.1816325622978,1.1928056787826,36036000.0
1990-06-24,1.2682997090853,1.2873242047216,1.2456514999945,1.2532009030248,70994000.0
1990-07-01,1.2984973212064,1.355268831994,1.2909479181761,1.3513431424183,81298000.0
1990-07-08,1.3135961272669,1.3588925454485,1.3060467242366,1.3513431424183,52264800.0
1990-07-15,1.4343865757512,1.4419359787815,1.4117383666604,1.4117383666604,57744400.0
1990-07-22,1.2682997090853,1.2833985151458,1.2305526939339,1.2381020969642,47961200.0
1990-07-29,1.2456514999945,1.260750306055,1.2230032909037,1.2495771895702,15579200.0
1990-08-05,1.3135961272669,1.3211455302972,1.2003550818129,1.2456514999945,67242000.0
1990-08-12,1.1701574696918,1.1852562757523,1.1550586636312,1.1701574696918,25676000.0
1990-08-19,1.1626080666615,1.1626080666615,1.0795646333286,1.1022128424194,61527200.0
1990-08-26,1.0676519834857,1.0903679831343,1.0525079837199,1.0752239833686,18354000.0
1990-09-02,1.0903679831343,1.1282279825487,1.0903679831343,1.1206559826658,24864000.0
1990-09-09,1.0752239833686,1.113083982783,1.0640174235419,1.1018774229563,14543200.0
1990-09-16,1.0146479843055,1.0373639839542,1.0070759844227,1.0297919840713,28478800.0
1990-09-23,0.96921598500828,0.98435998477404,0.93892798547677,0.95407198524253,38466400.0
1990-09-30,0.863207986648,0.87835198641376,0.82534798723362,0.87835198641376,44010400.0
1990-10-07,0.81777598735074,0.87077998653088,0.81777598735074,0.84806398688225,24872400.0
1990-10-14,0.85563598676513,0.863207986648,0.81777598735074,0.85563598676513,57162000.0
1990-10-21,0.94649998535965,0.96164398512541,0.91621198582814,0.95013454530343,233433200.0
1990-10-28,0.90106798606239,0.94649998535965,0.90106798606239,0.90863998594527,33549600.0
1990-11-04,0.92378398571102,0.98072542483026,0.92378398571102,0.96164398512541,37153200.0
1990-11-11,1.0600799836028,1.0827959832514,1.0449359838371,1.0752239833686,49557200.0
1990-11-18,1.0864946885742,1.0940925535293,1.056103228754,1.0676519834857,45752000.0
1990-11-25,1.1016904184844,1.1244840133496,1.0940925535293,1.105641308261,13300000.0
1990-12-02,1.1016904184844,1.1320818783046,1.1016904184844,1.1168861483945,30377200.0
1990-12-09,1.2460498526306,1.2992349073161,1.2460498526306,1.291637042361,82415200.0
1990-12-16,1.2232562577654,1.2308541227205,1.2004626629002,1.2120114176319,21767200.0
1990-12-23,1.3448220970464,1.3752135568667,1.3220285021813,1.3676156919116,86534000.0
1990-12-30,1.3144306372262,1.3220285021813,1.2992349073161,1.3068327722711,15982400.0
1991-01-06,1.3068327722711,1.3448220970464,1.3068327722711,1.3144306372262,35380800.0
1991-01-13,1.4283986115522,1.4359964765072,1.3980071517319,1.4283986115522,76913200.0
1991-01-20,1.4815836662376,1.5423665858781,1.4739858012825,1.527170855968,235810400.0
1991-01-27,1.5803559106535,1.6298939901605,1.5803559106535,1.6259431003838,55952400.0
1991-02-03,1.6867260200244,1.7590576943966,1.6867260200244,1.6943238849794,111137600.0
1991-02-10,1.7475089396649,1.8310854541706,1.7475089396649,1.8198406140371,78388800.0
1991-02-17,1.7435340025072,1.7816024305096,1.7435340025072,1.7551068046199,91403200.0
1991-02-24,1.7968298017105,1.8805803433157,1.7816024305096,1.8196708585119,58142000.0
1991-03-03,1.7359203169068,1.7968298017105,1.7359203169068,1.7587613737082,31533600.0
1991-03-10,2.0633087977269,2.0785361689278,1.9795582561217,1.9795582561217,80550400.0
1991-03-17,2.0023993129231,2.0252403697246,1.9871719417222,2.0176266841241,51209200.0
1991-03-24,1.9491035137199,1.9719445705213,1.8958077145166,1.9262624569185,84532000.0
1991-03-31,2.1089909113297,2.1318319681311,2.0633087977269,2.0709224833274,19675600.0
1991-04-07,2.1851277673344,2.1851277673344,2.0937635401288,2.1126454804179,38852800.0
1991-04-14,2.1775140817339,2.2308098809372,2.1242182825306,2.1851277673344,91929600.0
1991-04-21,1.8577392865142,1.8729666577152,1.8120571729114,1.8160162894237,71825600.0
1991-04-28,1.7816024305096,1.7968298017105,1.7587613737082,1.7855615470218,31264800.0
1991-05-05,1.4922823776918,1.5075097488927,1.4694413208904,1.4922823776918,60928000.0
1991-05-12,1.5684192336965,1.6217150328997,1.5455781768951,1.560805548096,60432400.0
1991-05-19,1.4846686920913,1.4846686920913,1.4161455216871,1.431372892888,117765200.0
1991-05-26,1.3894485847884,1.4047172505553,1.3741799190215,1.4010527707712,24281600.0
1991-06-02,1.450523247856,1.4581575807394,1.4123515834387,1.4352545820891,54465600.0
1991-06-09,1.4123515834387,1.4352545820891,1.3934184378878,1.4086871036547,38186400.0
1991-06-16,1.3054709230704,1.3054709230704,1.2443962600028,1.2560004459856,56322000.0
1991-06-23,1.28256792442,1.2978365901869,1.2749335915366,1.28256792442,51503200.0
1991-06-30,1.2902022573035,1.2978365901869,1.2291275942359,1.2672992586531,56660800.0
1991-07-07,1.3131052559538,1.4047172505553,1.3054709230704,1.3934184378878,82888400.0
1991-07-14,1.4428889149725,1.4428889149725,1.4123515834387,1.4276202492056,33188400.0
1991-07-21,1.3818142519049,1.4123515834387,1.3741799190215,1.4047172505553,32104800.0
1991-07-28,1.3970829176718,1.3970829176718,1.366545586138,1.3705154392374,18558400.0
1991-08-04,1.5192322438071,1.534500909574,1.4963292451567,1.5268665766905,68252800.0
1991-08-11,1.5421352424574,1.5574039082243,1.5192322438071,1.5497695753409,38600800.0
1991-08-18,1.6108442384085,1.6566502357092,1.5955755726416,1.6261129041754,39701200.0
1991-08-25,1.6529343564562,1.6988491996911,1.6146719870938,1.6223244609663,60104800.0
1991-09-01,1.6223244609663,1.6299769348388,1.5993670393489,1.6223244609663,16534000.0
1991-09-08,1.5611046699864,1.5840620916039,1.5457997222415,1.5764096177314,19818400.0
1991-09-15,1.5304947744965,1.538147248369,1.4845799312616,1.4885592176753,41683600.0
1991-09-22,1.522842300624,1.5611046699864,1.5151898267515,1.5497790086552,47037200.0
1991-09-29,1.5304947744965,1.553452196114,1.4922324051341,1.4998848790066,15702400.0
1991-10-06,1.4692749835166,1.4922324051341,1.4539700357717,1.4769274573891,19843600.0
1991-10-13,1.4732542699303,1.4962116915478,1.4233601402818,1.4845799312616,30013200.0
1991-10-20,1.6875235383599,1.6988491996911,1.6682393042012,1.6835442519462,111739600.0
1991-10-27,1.5840620916039,1.5993670393489,1.553452196114,1.5687571438589,26742800.0
1991-11-03,1.5687571438589,1.5917145654764,1.5457997222415,1.5611046699864,50316000.0
1991-11-10,1.5687571438589,1.6452818825837,1.5611046699864,1.6299769348388,93956800.0
1991-11-17,1.6682393042012,1.6758917780737,1.522842300624,1.5304947744965,64237600.0
1991-11-24,1.5646982353116,1.5877085034779,1.5416879671452,1.5723683247003,24460800.0
1991-12-01,1.549358056534,1.5800384140891,1.549358056534,1.5570281459228,8523200.0
1991-12-08,1.5186776989789,1.5263477883676,1.4879973414237,1.4956674308125,49246400.0
1991-12-15,1.5263477883676,1.5570281459228,1.5263477883676,1.5456764136274,23780400.0
1991-12-22,1.5723683247003,1.5800384140891,1.5416879671452,1.5416879671452,32046000.0
1991-12-29,1.6797495761433,1.7104299336984,1.6720794867545,1.6874196655321,41935600.0
1992-01-05,1.8408214533077,1.8484915426965,1.7871308275862,1.8101410957526,47563600.0
1992-01-12,1.8868419896404,1.9175223471955,1.8715018108628,1.9098522578068,49056000.0
1992-01-19,2.07859422436,2.1169446713039,1.9865531516946,1.9865531516946,212088800.0
1992-01-26,1.9788830623058,2.0172335092497,1.9635428835282,1.9825647052124,44402400.0
1992-02-02,1.9635428835282,2.0018933304721,1.9482027047507,1.9865531516946,36139600.0
1992-02-09,1.971212972917,1.9865531516946,1.9251924365843,1.9635428835282,36884400.0
1992-02-16,1.9595331923818,1.9749020801651,1.9441643045984,1.9709061693415,18146800.0
1992-02-23,1.9902709679485,2.0133242996236,1.9825865240568,1.9979554118402,37895200.0
1992-03-01,2.1055376263239,2.1209065141073,2.0594309629738,2.0747998507572,22598800.0
1992-03-08,1.9518487484901,1.9672176362734,1.9364798607067,1.9672176362734,33572000.0
1992-03-15,1.9441643045984,1.9595331923818,1.9057420851399,1.9404757715304,19796000.0
1992-03-22,1.9364798607067,1.9441643045984,1.9364798607067,1.9441643045984,13540800.0
1992-03-29,1.9635291032054,1.9672176362734,1.8596354217897,1.8750043095731,66133200.0
1992-04-05,1.8058443145479,1.8212132023313,1.7981598706562,1.8135287584396,29114400.0
1992-04-12,1.7597376511977,1.7674220950894,1.6905776561725,1.7059465439559,68516000.0
1992-04-19,1.851950977898,1.8673198656814,1.7981598706562,1.8135287584396,64671600.0
1992-04-26,1.752053207306,1.7904754267645,1.7213154317393,1.7366843195227,24570000.0
1992-05-03,1.8442665340064,1.8673198656814,1.7904754267645,1.8212132023313,33594400.0
1992-05-10,1.8903731973565,1.9327913276387,1.8750043095731,1.9057420851399,49674800.0
1992-05-17,1.8750043095731,1.8826887534648,1.8596354217897,1.8636313326134,30326800.0
1992-05-24,1.8135287584396,1.8365820901147,1.8135287584396,1.828897646223,11617200.0
1992-05-31,1.8365820901147,1.8636313326134,1.828897646223,1.8365820901147,44562000.0
1992-06-07,1.6864053372456,1.7018062992295,1.6710043752616,1.6904095873614,28182000.0
